node_id,firing_rate
0,1.4032384382521619
1,0.584944947705578
2,1.6244274062132817
5,1.2730866041463833
6,0.49701385919904806
7,0.35337131183047193
9,1.7782077185412504
10,0.5824651775360373
11,1.2011062047932768
14,0.7820962653410855
15,2.0958450610109005
16,2.3268593051220936
18,0.9205682773974418
20,4.755634023289117
21,0.9066102035316199
22,1.0558352203364945
23,1.348429617009252
24,0.9997498897775949
25,1.2919981742097455
27,2.8974600561501695
28,3.0826019914201654
29,3.6232809271984148
31,1.3613690432499619
33,0.9252834532754152
34,1.898351654107973
35,1.6445012759794446
36,0.9386688446167456
38,1.2329310945549832
39,0.8961373646950832
40,4.326270306284906
42,2.7675218730835733
43,5.015610695805754
44,1.8391395639625239
46,1.0207345108779904
49,3.156418669890651
50,0.15844641483223537
51,1.2430100291846855
52,1.1837087950385692
53,1.7737130318283014
54,1.825636876901282
55,0.5309129629526768
56,1.3574830380120724
57,5.15898555983026
58,0.931375954696364
59,3.6946223299835497
60,3.07227842775356
61,1.0603280331769267
63,2.245752083641937
65,9.441459818936856
66,0.869685243534156
68,0.913570738048815
69,0.986092955512605
71,2.4081480873241214
72,2.836724519492121
74,1.430147898062238
76,2.3317088261691645
77,2.780574630218688
78,1.1776204780146238
79,0.686852558344348
82,8.347560324929786
83,2.6441803964578225
84,1.9861776073525022
85,1.0333717591310962
86,1.248052198927393
89,0.6772570414594014
90,0.4616092471678953
91,4.27091714862121
92,1.5999837701675401
93,0.4344098756553194
94,3.440387256921437
95,0.34281849645338114
96,2.076086346485397
97,5.7457465582240435
101,0.5294086570843644
102,2.2353650677508754
103,1.1168658601089454
104,0.8080221230204416
105,1.3986721698168385
106,0.4700234125746006
107,0.5409671102584317
108,0.6669756581368087
109,1.496097275893265
110,4.309148672976683
111,0.8076659525995591
112,1.7391470863724248
114,3.4038247435090874
115,1.8001461636247462
116,0.6820981986384066
117,0.7283331608423597
118,0.548367392025647
119,0.3553393778780711
121,6.02969203507844
122,0.9005876569149085
126,2.9974693947903077
127,4.897428754913711
128,3.469160779848783
129,0.6296103655667248
131,1.5153243735911595
132,4.586738748812893
133,0.9593238491469006
135,0.7362190105195929
137,0.21846440782911955
138,0.6069334171468188
139,0.5791304391668641
140,0.5504656425428092
141,0.8611511860628702
142,3.548543712272541
144,2.4074451190313204
145,1.0555625961949726
146,0.16237146135003086
147,1.734420075083831
148,2.313113242537584
150,1.2016550570768665
151,4.01395376180335
152,1.9541082803335545
154,0.6080119967894642
155,0.9631276158968758
156,2.5321826411737485
158,2.1407922288402133
159,2.5700409302724743
161,0.9836988904022486
162,4.705322900932
163,1.85293479604327
164,0.6407655161534543
165,0.49025323998508974
167,2.4637710104103836
168,0.6372820462841909
170,1.128964884612297
171,3.207491748103218
172,3.8682368029925938
173,0.9798034538740906
174,1.540439991025317
175,0.967661565260868
176,1.547999513182489
178,3.214069071436552
179,2.978059938301023
180,3.768386133248041
181,1.114160888127098
182,0.3661106488212992
183,0.9764408498209586
184,7.225048460933826
185,1.4977111610418554
186,1.6475731461243144
187,0.32430550853911244
188,0.31116590942155153
189,2.9328593367603957
190,5.571582754750588
191,8.29229256245821
192,1.6342014883402078
193,4.50912107684841
194,0.9132174293112443
195,1.583795428528911
196,0.6701144860407907
198,1.118922475777085
200,0.9912957391677165
201,2.273859378873584
202,1.2154647456794123
203,0.43787766486255186
205,0.49269371143057367
206,2.185544255770268
207,1.1295762963094678
210,1.9146466605452692
211,0.3907953659404638
212,1.4338500063263473
213,0.4832597251381144
214,2.582249526219963
215,1.6363781407533093
216,1.55658038103467
217,1.8766303817916241
218,0.7597776978245918
219,1.3071360881108143
220,1.2876972432476448
221,2.239383276540749
222,2.073369935635077
223,0.443495086523236
224,1.504704367304674
226,3.4867417045119162
227,3.752508031310016
229,0.9725408740035447
230,0.45790739002964603
231,0.6284599329334593
232,3.7598614581197443
234,1.9732581521113555
235,1.563116237236128
236,1.0023448683217626
237,1.6689474063319618
239,0.6056779361464303
243,2.726904885043003
244,0.5996916668616921
245,0.9479405082914213
247,3.4250478731809193
248,9.402171189520718
249,0.5709562875908354
251,0.47865125814513043
252,0.2586002817406387
253,6.629935803613255
254,1.6440708186393098
255,0.424243452008295
256,1.7528057969967512
257,2.2909211352049543
259,0.4832249800879129
260,5.597593267282475
262,0.773811976235329
263,2.7719771638865778
264,0.8710186009990701
265,0.688094179261609
266,0.48808997655582553
267,0.795008705574503
268,0.8845652885590293
269,1.0591991942513872
270,1.2693995775904652
271,1.6930416808643276
272,1.895676769002319
273,0.1510448146089582
274,1.7038454336192463
276,2.0617782498514168
277,1.1069767821710563
280,1.539116495530181
282,0.7131192948477048
283,1.4480504227355182
284,1.4107381302738495
286,1.037427806078663
287,1.144857732067634
289,4.220253789110886
290,1.7462496266110001
291,2.30855497837648
292,0.14794693413767168
293,1.1199728857301519
295,2.957089423044392
296,0.7816239379561036
297,1.002850350820562
298,1.484503844816516
299,0.6043171296237152
300,2.8298127248851346
302,1.2022141280021805
303,2.3353242207934777
304,0.8743167385208097
305,5.344962354780872
306,0.659741270445633
308,2.9145774200192514
309,1.2620186792368746
310,1.1465453821267544
312,0.6289045236632137
313,2.4088128296724576
314,5.229522086001108
315,0.9819830995043454
317,5.44951312645714
318,1.1026290362049116
319,2.1169304688377046
321,0.1742367325159625
322,3.6577260894338064
324,1.2906233719125426
325,0.6218733060467663
326,1.2345963736252747
327,0.5704927572457451
328,0.38477592800018096
329,4.64385946601416
331,4.466855404042708
332,0.9284754640262558
333,1.835872525432052
334,1.6881488707126617
335,1.3415829176109495
336,1.487626257478595
339,3.4005510027630113
340,0.4258941940938833
341,0.5379679713264361
342,1.0072930530195026
343,2.2853641253932033
